KO,NC_128,NC_134,NC_136,NC_137,NC_138,NC_139,NC_140,NC_143,NC_144,NC_145,NC_146,NC_147,NC_148,NC_149,NC_150,NC_151,NC_152,NC_153,NC_154,NC_155,NC_156,NC_157,NC_158,NC_159,NC_160,NC_161,NC_162,NC_163,NC_164,NC_165,NC_166,NC_167,NC_168,NC_169,NC_173,NC_174,NC_176,NC_177,NC_180,NC_181,NC_182,NC_183,NC_184,NC_185,NC_186,NC_199,NC_200,NC_201,NC_202,NC_204,NC_205,NC_206,NC_207,NC_209,NC_210,NC_214,NC_218,NC_219,NC_220,NC_224,NC_225,NC_241,SLE_1,SLE_100,SLE_106,SLE_11,SLE_113,SLE_117,SLE_119,SLE_12,SLE_120,SLE_121,SLE_122,SLE_125,SLE_129,SLE_131,SLE_132,SLE_170,SLE_171,SLE_172,SLE_175,SLE_178,SLE_179,SLE_18,SLE_189,SLE_19,SLE_191,SLE_192,SLE_193,SLE_195,SLE_196,SLE_197,SLE_198,SLE_2,SLE_212,SLE_213,SLE_215,SLE_216,SLE_226,SLE_227,SLE_228,SLE_229,SLE_23,SLE_232,SLE_234,SLE_235,SLE_24,SLE_243,SLE_244,SLE_247,SLE_248,SLE_249,SLE_250,SLE_251,SLE_252,SLE_253,SLE_254,SLE_255,SLE_256,SLE_257,SLE_26,SLE_266,SLE_267,SLE_269,SLE_27,SLE_271,SLE_272,SLE_273,SLE_276,SLE_277,SLE_278,SLE_279,SLE_280,SLE_281,SLE_37,SLE_39,SLE_40,SLE_45,SLE_48,SLE_50,SLE_52,SLE_53,SLE_54,SLE_56,SLE_59,SLE_6,SLE_62,SLE_63,SLE_69,SLE_7,SLE_71,SLE_72,SLE_75,SLE_78,SLE_80,SLE_82,SLE_83,SLE_84,SLE_85,SLE_87,SLE_89,SLE_91,SLE_92,SLE_95,SLE_99
K02400,0.000105058,0.000187768,0.000207682,0.000209373,0.00013648,0.000108827,0.000197573,0.000187581,0.000198158,0.00029929,0.000179057,0.000333568,0.00020533,0.000144874,0.000191914,0.00046621,0.000259554,0.000304554,0.000283678,0.000461643,0.000178949,0.000168906,0.000181913,0.000300611,0.000338128,0.000214004,9.35E-05,0.000164608,0.000240115,0.000149894,0.000116935,0.00027114,0.000126747,0.000262894,0.000233437,0.000184115,0.000142933,8.17E-05,0.000195621,0.000295129,0.000181156,0.000277878,0.000152757,0.000139643,0.000121822,0.000340007,0.000400786,0.000133257,0.000235794,0.000170409,0.000133024,0.000167191,0.000193312,0.000188104,0.000140427,0.000287952,0.000108456,0.000199099,0.000136701,0,9.51E-05,0.000181838,0.000266325,0.000207637,0.000545321,0.000150233,0.000191536,0.00025159,0.000171126,0.000133025,0.000284772,0.000225649,0.000272769,0.000139041,0.00011206,0.000129016,0.000588872,0.000165207,0.000332271,0.00019218,0.000144709,0.000393832,0.000227566,0.000112736,0.000196434,0.00014579,0.000227043,0.000258501,0.000155978,0.000250553,0.00015179,0.000136716,0.000321265,0.000252774,0.000221125,0.000315176,0.000726064,0.000171885,0,0.000229057,9.23E-05,0.000118143,0.000128759,0.000237995,0.000177818,9.69E-05,0.000210259,0.000306736,0.000122373,0.000132827,0.000226154,0,0.000154413,0.000332998,0.000129933,0,0.000124321,0,0.000108451,0.000145271,0.000319199,0.000124818,0.000580839,0,0.000209762,0.000134519,0.000184603,0.000183045,0,0,0.000282703,0.000136259,0.000251816,0.000216855,0.000121736,8.07E-05,0.000122307,0.000162558,0.00020721,0.000155713,0.000150487,0.000123855,0.000163044,0.000138105,0.000105055,8.24E-05,0.000159602,0.000158159,0.000662644,0.00016625,0.002435844,0.000236853,0.000201563,0.000192114,0,0.000229337,0.000202248,0.000116597,0.000154631,0.000168398,0.000208877,0.000228469,0.0002856,0.000167029,0.00099622
K02406,0.003710484,0.000621139,0.00292805,0.000940918,0.000852681,0.002840714,0.000580462,0.0065316,0.001669244,0.003415278,0.001270966,0.004718673,0.004254561,0.001291423,0.001549829,0.000661373,0.000264708,0.002134259,0.003228529,0.002876939,0.002930014,0.001042265,0.004075949,0.004646823,0.003975055,0.002025589,0.002687478,0.003041055,0.0014672,0.002598146,0.000719068,0.000821525,0.00277716,0.003493227,0.002797507,0.002021284,0.001490578,0.002031407,0.002838292,0.000891349,0.002257707,0.002926809,0.003078191,0.003512659,0.004346349,0.001540365,0.001528106,0.00233873,0.002673684,0.001170546,0.001586149,0.000661356,0.002178314,0.001813461,0.002394734,0.008558341,0.003891825,0.002337786,0.002275578,0.000554698,0.003054092,0.002067009,0.001174788,0.001702086,0.001138162,0.003269646,0.001297204,0.002205574,0.001227792,0.002581473,0.001811868,0.000541201,0.0010914,0.001708883,0.000786737,0.000940947,0.001274056,0.002152389,0.002645546,0.001701454,0.000244201,0.001629694,0.002567948,0.001804868,0.005914143,0.002414814,0.002417817,0.003346491,0.001977632,0.000255001,0.00661525,0.000994992,0.001696008,0.000692832,0.001510843,0.000521631,0.002059645,0.001690322,0.001593597,0.000211968,0.002425316,0.000600858,0.002177234,0.00141894,0.001418095,0.002465123,0.000538717,0.000849711,0.002037277,0.002275639,0.00061245,0.00717437,0.001086346,0.000674835,0.000838114,0.000340023,0.002557211,0.0024206,0.001696138,0.001654657,0.000346244,0.002210381,0.012285608,0.001205336,0.000509742,0.001027508,0.000378768,0.004090889,0.00085225,0.007434198,0.001336001,0.004072012,0.002390183,0.001890353,0.000829129,0.001705565,0.002412619,0.00368878,0.000863633,0.000913535,0.001378768,0.002625705,0.000793817,0.00041929,0.002328412,0.002399386,0.000297898,0.001128552,0.002878704,0.006465055,0,0.001208907,0.001110454,0.004059411,0.00145533,0.000794178,0.000476934,0.000467746,0.000507851,0.001555469,0.001312988,0.000735582,0.00222626,0.000333979,0.001987319
K02410,7.68E-05,0,0,0,8.09E-05,8.00E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.77E-05,0,0.000173816,0,0,0,6.30E-05,0,0.000117588,0.000112088,8.20E-05,0,0,0,0,0,0,0,6.73E-05,0,0,0,0,0,0,0.000102421,0,0,0,0,7.09E-05,0,9.80E-05,0,7.54E-05,0,0,0,0,0,0.000100298,0,0,8.49E-05,0,0,0,0,0,0,0,0,0,0.000107738,0,0,0,9.33E-05,0,0.000107453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.87E-05,0,7.62E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.88E-05,8.99E-05,0,9.45E-05,0,0,0,0,0,0,0,0,0,9.49E-05,0,0,7.59E-05,6.58E-05,0,8.44E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00013698,0,0,0,0,0,0,0,0,0,0,0
K02412,6.50E-05,0,0,0,0,8.12E-05,0,0,0,0,0.000145066,0,0,9.76E-05,0,0,0,0,0,0,0,0.000110731,0,0,0,0,7.06E-05,0,0,9.22E-05,9.77E-05,0,0,0,0,0,0,6.53E-05,0,0,0,0,0,0.000103852,7.61E-05,0,0,8.80E-05,0,0,0,0,0,0,7.94E-05,0,0,0,0,0,7.20E-05,0,0,0,0,0,0,0.000159629,0.000140002,8.42E-05,0,0,0,0,0,0,0,0,0,0,0,0,0.00013604,0,0,0.000102039,0,0,0,0,0,9.70E-05,0,0,0.000149249,0,0,0,0.000147327,0,8.90E-05,0,8.85E-05,0,0,8.59E-05,0,0,0.000110559,0,0,0,0,0,0,0,0,0.000161919,9.92E-05,0.000111771,0,0,0,0.000152523,0,0,0,0,0,0,0,0,0,0,8.31E-05,7.16E-05,8.95E-05,0.000117343,0.000157119,0,9.15E-05,7.74E-05,0,0,7.60E-05,6.57E-05,0,0,0,0,0,0,0,0.000133289,0,0,0,8.08E-05,0,0.000114107,0,0,0,0,0
K02415,0,0.000131125,0,0,0.00010801,0,0,0,0,0.000198995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000149196,8.22E-05,0,0.000198312,0,9.76E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.06E-05,0.000189983,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000208159,0,0,0,0,0,0,0,0,0,0.000176154,0.000113245,0,8.22E-05,0,0,0,0,0.000112733,0,0,0,0,0.000103958,0,0,0,0,0,0,0,0,0,0,0,0,0.000150516,0,0,0,9.86E-05,0,0,0,0,0.000258389,0,0,0,0.000184485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000142246,0.00014819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000187299,0,0.000147289,0,0,0,8.84E-05,0,9.49E-05,0,0,0,0,0
K02417,0.000437909,0,0.000263812,0,0.000204826,0.000276812,0.000280237,0.000380599,0.000405754,0.000495237,0.000313736,0,0.000840102,0.000565018,0.000300642,0,0,0.000186964,0.000179261,0.00028985,0.000393193,9.31E-05,0.000359986,0.000222313,0.000793822,0.00044716,0.000400469,0.000418695,0.000545215,0.000326608,0.000511086,0.000162984,0.000317959,0.000585072,0.000359274,0.0002781,0.000305135,0.000301181,0,0,0.000101944,0.000743198,0.0003725,0.000311259,0.000467033,0.000466183,0,0.000190804,0.000375849,0.000363723,0.00056848,0.000349933,0,0.000484843,0.000338822,0,0.000455162,0.000533456,0.000451744,0,0.000424203,0.000573518,0.000529834,0.000301444,0.000319323,0.000634892,0.000568741,0.000205749,0.000421721,0.000427639,0.000773016,0.000282363,0.000337841,0.000536599,6.13E-05,0.000480177,0,0.000346863,0,0.00053508,0,0.000482653,0,0.000171704,0.000399485,0.000484417,0.000198031,0.000597939,0.000179943,0.000371395,0.000808588,0.000554845,0.00023237,0.00030206,0.000444653,0,0,0.000127163,0.000576818,0,0.000260592,0.000408736,0.000431785,0,0.000298268,0.00037896,0.000157575,0,0.000226047,0.000131605,0,0.000973795,0.000464247,0,0.000440591,8.49E-05,0.000220718,0.000327323,0.000307718,0.000450959,0,0.00022295,0,0.000657232,0.000281478,0.000189394,0,0.000278568,0.000137805,0,0.000844203,0.000436825,0.000187705,0.000122662,0.000186308,0.000377174,0.000318464,0.00064214,0.000166939,0.00023481,0.000350134,0.00062512,0.000250848,0.000273678,0.000388294,0.000293644,0,0.000289393,0,0.000133976,0,0.000357135,0.000526422,0.000394255,0,0.000324984,0,0.000497212,0.000106211,0.000542163,0.000369873,0.000478957,0.000404108,0,0
K02422,7.70E-05,0.000114711,0.000133136,0,8.71E-05,7.97E-05,0,0,0,0,0,0,0,0.000115919,0,0,0,0,0,0,0,0,0,0,0,0.000331405,0.000128783,0,0.000152738,0,0.000158749,0,0,0.000176423,0.000255936,0,0,0,0,0,0,0,9.29E-05,0,0,0,0,9.06E-05,0,7.56E-05,6.48E-05,0,0,0,0,0,5.86E-05,0,0,0,0.000136143,0,0,0,0,0.000114255,0.000115754,0,0,7.25E-05,0,0,0,7.51E-05,0,5.91E-05,0,0,0,0,9.17E-05,0,0,7.86E-05,0,0.000114246,0,0,7.59E-05,0,0,7.73E-05,0,0,0,0,0,0,0.000250391,0,0,0,0,0,0,0,0,0,0,0,0,0.000156253,0.000109149,0,0,0,0,0,7.30E-05,9.20E-05,0,0,0,0.000121843,0,0,0,0.000119983,0.00011638,0,0.000210464,0.000108714,0,0,0,6.71E-05,0,0.000207832,0,0,7.35E-05,8.02E-05,0,0,0,0,0,0,0,0,0,0.000152778,0,0.000143066,0,0,0,0.000146342,0,0.000157378,0,0.000120542,0,0,0
K02424,6.19E-05,0,0,0,0,7.76E-05,0,0,0,0,0.00013159,0,0,0,0,0,0.000169245,0,0,0,0,0.000119401,0,0,0,0,6.71E-05,0.000113339,0,8.48E-05,8.32E-05,0,0,0,0,0.000100803,9.29E-05,5.99E-05,0.000131849,0,0,0.000145855,0,0,0,0,0,0,0,0.0001041,6.97E-05,0,0,0,9.05E-05,0,0,0,0,8.11E-05,6.49E-05,0,0.000116349,0,0,0.000115221,0.000117726,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000123579,0,0,0,0.000134895,0,0,0,0,0,0,8.98E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000102937,0,0.000177142,0.000181862,0,0,0,0,0,0,0,0,0,0.000119971,0,0,0,0,0,0.000129996,0.000136686,0,0,0,0,0,0,4.83E-05,0,0,0,0,0,9.28E-05,0,0.00010739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.55E-05,0,0,0,0,9.10E-05,0
K02426,9.15E-05,0.000119318,0.000171742,0,0.00021142,7.74E-05,0,0.000115035,0.000155906,0,0,0,0.000127603,0.000118771,0,0.000351292,0.000157324,0,0,0,0.000272572,0,0,0,0.000196589,0,0.000169771,0,0,0.000196169,8.36E-05,0,0,0,0.000151175,0.000131056,9.28E-05,0.000142043,0,0,0.000153559,0,0,9.51E-05,0.000171755,0,0,0,0,0.00012194,0.000101299,0.000145533,0.000142431,0.000141384,9.20E-05,0,0.000160419,0.000279828,0.000103273,0.00022481,8.56E-05,0,0.000178913,0.000149633,0.000300752,0.000107207,0.000137752,0,0.000128703,8.76E-05,0.000203336,0,0.000157418,0,8.33E-05,8.61E-05,0,0.00026132,0,0,0.000110216,0.00024247,0.000171862,0.000271214,0,9.23E-05,0,0,8.53E-05,0,0,0.000102545,0.000225424,0,0.000149117,0.000199502,0,0.000138805,0,0,0.000114475,0.000340061,9.12E-05,0,0.00013954,1.00E-04,0.000126095,0,0.000234234,0.000107115,0,0,0.00010452,0,0.000106183,0,0,0,0.000103427,0.00022873,0.000521451,0,0,0.000136836,0,0.000204199,0.000303681,0.000125391,0.000131235,0,0,0.000114457,0.000171948,0.000161569,9.90E-05,0.000131109,9.84E-05,0.000107126,0.000140011,9.78E-05,0.000103327,7.96E-05,0.000111441,0.000101295,6.71E-05,7.28E-05,0.000147574,0.000190795,0,0.000131869,0,0.000165329,0.000121576,0,0,0,0,0.000186124,0.000106177,0,0.000126672,0,0.000134113,0.000116993,0
K02428,0.000205632,0.000249315,0.000159321,0.000285641,0.000196493,0.000139118,0,0.000120415,0.000256461,0.000209148,0,0,0.000270711,0.000217347,0.000107007,0,0.000169451,0,0.000141244,0,0,0,0.000124643,0.000155342,0.000417693,0.000262488,0.000153587,0.000110771,0,9.98E-05,8.79E-05,0.000173618,0.000215201,0,0.000285316,0.000128312,9.09E-05,0.000136771,0.000142695,0,0,0.000158094,0.000113813,0.000187271,0.000153256,0,0,8.91E-05,0,0.000186999,0.000157981,0.000208432,0.000147565,0,0.00020966,0,0.000222234,0,9.02E-05,0.000213713,0.000127996,0,0,0.000150376,0,0.000306879,0.00011911,0,0,0.000244829,0,0,0.000145513,8.43E-05,0.000133835,0.000169587,0,0.000241003,0.000212478,0.000111738,0.000177334,0,0.000149626,0.000250486,0.000126376,8.99E-05,0.000177776,0,0.000200027,0,0.000119529,0.000172182,0,0,0.000132966,0.000218133,0,0.000108452,8.99E-05,0.000205042,0.000207452,0.000239583,0.000253149,0.000375219,0.000144332,6.93E-05,0.000113719,0,0.000109533,0.00019753,0.000193742,0,0.000221122,0.000279069,0.000197009,0,0.000179085,0,0,0.00019468,0.000417749,0.00013636,0.000357354,0,0,9.97E-05,0.000150874,0.000274161,0.000208089,0,0,0.00035207,0.000182416,0.000163497,0.000234831,0.000187782,0.000304368,0.000117209,0.000144454,0,9.06E-05,0.000248751,0.000112795,0.000173691,5.34E-05,0.000132741,0.000119226,9.80E-05,0,0.000134179,0,0.000288189,0.000222814,0.000130331,0,0,0,0.000178054,0.000168463,0.000116329,0.000126197,0.00012264,0.00017716,0.000341782,0
K02431,0.000313988,0.000387436,0.000396843,0.000519915,0.000485568,0.00032822,0.000534467,0.00039409,0.000371735,0.000838483,0.000637148,0.000876108,0.000466156,0.000387121,0.000396837,0.000581338,0.000454159,0.000962566,0.00060549,0.000873406,0.000481116,0.000410769,0.000502401,0.000329507,0.000352556,0.000167189,0.000394181,0.000493462,0.000680543,0.000314296,0.000346281,0.00052481,0.000344117,0.000196601,0.000651306,0.000475598,0.000407559,0.000230318,0.00031609,0.000390859,0.000356173,0.000769061,0.000402575,0.000494764,0.000254605,0.000669384,0.000377277,0.000373706,0.000802175,0.000402092,0.000282705,0.000422791,0.000672386,0.000509883,0.000469774,0.000385042,0.000243691,0.000383726,0.000364747,0.000534467,0.000396722,0.000609632,0.000678253,0.000665448,0,0.000400453,0.000465501,0.000417481,0.000425919,0.000362775,0.000618121,0.000436625,0.000837254,0.00038708,0.000330057,0.000367808,0.000612922,0.0004543,0.000894235,0.000433589,0.000307274,0.000690904,0.000564984,0.000374163,0.000702685,0.000388218,0.000827164,0.000634741,0.000461652,0.000727089,0.000409087,0.000331981,0.000326934,0.000574001,0.00062182,0.00087128,0.001693904,0.000487915,0.00055728,0.000382788,0.000356254,0.000449397,0.000373986,0.000662417,0.000724021,0.000467365,0.000373914,0.001027772,0.000503774,0.000470603,0.000441715,0.000371209,0.000502444,0.000240071,0.000440488,0.000340151,0.000488276,0.000467594,0.000410396,0.000442676,0.000436363,0.000362673,0.000808239,0.000659655,0.000575441,0.000470876,0.000701671,0.000669538,0.000507436,0,0.000393241,0.000263159,0.000547723,0.00066878,0.000458651,0.000352564,0.000555464,0.000468839,0.000728024,0.000415903,0.000301547,0.000384509,0.000493988,0.000507361,0.000243807,0.000249272,0.000391735,0.000490619,0.00096563,0.000509149,0,0.000481588,0.000555006,0.00055311,0,0.000641519,0.000498677,0.000361259,0.000560902,0.000449036,0.000604323,0.000564446,0.00062994,0.000328902,0.001505773
K02433,5.82E-05,0.00010186,0.00014243,0.000104924,0.000182781,0,0,0,0.000223618,0,0.000143636,0.000221882,0,0,0.000273669,0,0.000122886,0,0,0,0,0.000145051,0,0,0,0.000238683,5.81E-05,0,0.000341922,0.000152807,9.28E-05,0.000161109,0.00030285,0.000154647,0.000167161,0,0.000149252,0.000293706,0,0,9.87E-05,0,0,7.21E-05,0.000131374,0.000204101,0,0.000335875,0.000360292,7.67E-05,0.000223585,0.000233429,0,0,8.39E-05,0,7.00E-05,0,0.000337915,9.33E-05,0,0,0.000302906,0.00016073,0,0.000164561,0.000344063,0,0.000144239,0.000161116,0.000176849,0.000295552,0.000338718,0.000160027,0.000398076,0.000214494,0,0.00010921,0,0,0.000195174,0,0.000187023,6.67E-05,0,0.00028511,0,0,8.98E-05,0.00013542,9.76E-05,0.000273447,0,0.000197531,0.000145431,0,0,0,0.000292441,0,8.33E-05,0.000174882,0.000163607,0,0.000139262,0,0.000149786,0.000448702,0.000320488,0,0.000210702,0,0.000233294,0.000249783,0.0003737,0.000434917,0,0,8.80E-05,0,0,0,0,0.000141246,0,0.000126855,0,0,0.000279416,0,0,0,0,0.000156853,0.000283602,0.000364914,0.000167905,0,0,0,0.000237359,0.000205791,0.000110786,0.000363369,0.000115448,0.000164096,0.000228213,9.57E-05,0,0.000140283,0,0.000130005,0,0.000296892,0,0.000485823,0.000102427,0.000223553,0.000424692,0.000380307,0,0.000367925,0.00021878,0.000105639,0.000549536
K02434,6.87E-05,0.000113851,0.000297311,0.000110997,9.14E-05,7.20E-05,0.000134124,0.000105907,0.000116398,0,0.000408073,0.000217853,0,0,0.000113543,0,0,0,0,0,0,0.000137265,0,0,0,0.000140914,7.82E-05,0,0.00016994,0.000229309,8.85E-05,0,9.14E-05,0.000186932,0,0,0,0.000202934,0,0,0.000241653,0,0,0,0.000183788,0.000272589,0,0.000114392,0.000413197,0,0,0.000335394,0,0.000111403,0,0,0,0.000118592,0.000123286,8.84E-05,6.54E-05,0,0,0.00014676,0.00029635,0.000120623,0.000123014,0,0.000156025,7.80E-05,0.000176803,0.000424364,0.000285941,9.57E-05,0.000420284,0.000163025,0,0.000114331,0,0,0,0,0.000174847,0,0,0.00016892,0,0,0.000103906,0.000349002,0,9.86E-05,0.000178397,0,0.000288419,0,0,0.000127149,0.000356103,0,9.44E-05,0,0.00019275,0,0.000163934,0.000104128,0.000268206,0.000189106,0.000349355,0,0.00018923,0.000193712,0.000282492,0.000255468,0.000402653,0.000412068,0,0,0.000191615,0.000111103,0.000212557,0.000120165,0,0,0,0.000107996,0,0,0.000382827,0,0.000496049,0,0,0.000154408,0.00040356,0.000262428,0,0,0.000155695,0.000236893,0.000216673,0.000165577,0,0.000331934,7.92E-05,0.000178438,0,0.00010143,0,0.00011699,0,0,0.000123441,0.000264922,0,0,0.000217939,0.000178747,0.00032638,0.000478748,0,0.000280919,0.000173503,0,0
K02435,7.99E-05,0,0.00010146,0,0,0,0,0,0,0,0,0,0,0,0.000113932,0,0,0,0,0,0,0.000138371,0,0,0,0,7.95E-05,0,0.000178287,8.45E-05,0.000156362,0,7.26E-05,0,0.000161473,0,0,0,0,0,8.97E-05,0,0,0,0,0,0,0,0,0.000116061,8.05E-05,0.000137784,0,0,9.03E-05,0,0,0,9.99E-05,0,6.40E-05,0.000165603,0,0,0,0.000116107,0,0,0,7.42E-05,0,0.000135018,0,8.99E-05,7.45E-05,0,0,0.000117506,0.000238435,0,0.000122999,0,0,0.000280744,0.000147513,0.000103629,0,0,9.56E-05,0,0.000105124,8.61E-05,0.000185161,0.000168778,0.000140335,0,0,0.000126703,0.000111624,0,0,0,0,0,0,0,0.000288665,0,0.00020338,0.000121819,0.000200725,0,0,0,8.94E-05,0,0,0,8.84E-05,9.90E-05,0.000286718,0,0,0,0,0,0,0,0,0,0,0.000326346,0,0.000163779,6.93E-05,0,9.33E-05,0.000130124,0.000141062,9.22E-05,0,0.000101621,0,0,4.98E-05,5.31E-05,0,0,0,0,0,0,0.000141489,0.000141464,0,0.000148709,0,0,0,0.00011262,0.000141315,0.000164883,0,0,0
K02437,0.0001371,0,0.000356169,0.000102499,0.000123445,0.000176003,0,0.000304419,0.000107451,0,0,0.000313351,0,0,0.000154923,0,0.000182727,0,0,0,0.00011613,0.000155806,0.000422176,0.000237378,0,0,0,0.00026855,0,0,0,0.000225028,0.000165272,0,0.000123865,0.000129417,0.000169604,6.16E-05,0,0,0.000114564,0,0,0,0.000352455,0,0,0.000433076,0,9.61E-05,0.000273187,0,0.000272832,0.000129317,9.77E-05,0.000192543,0.000134817,0.000147173,0,0.000338542,0.000143865,0,0,0.000415998,0,8.80E-05,0.00016156,0.000168891,0,0.000366719,0.000201683,0,0,0,0.000269457,0,0,0,0,0,0,0,0.000216641,0.00029981,0.000317221,0,0,0,0,0,0.000107815,0,0.000211779,0,0,0.000179809,0,0.000102281,0,0,9.22E-05,9.43E-05,0,0.000239331,0,0,0.000133614,0,0,0.00025682,0.000437776,0,0,0.000295782,9.03E-05,8.94E-05,0.000206168,0,0,0.000101393,0,0.00012165,0.000413625,0,0,0.000140926,0.00012113,0.000162287,0.000127147,0,0,0.000405087,0.000340656,0.000377709,8.55E-05,5.19E-05,0.000181807,0.000249792,0.000130232,0,0,9.21E-05,0,0,0.000129554,0.000194148,0.000287271,0.000192719,0.000329232,0.00023844,0,0,0,0.000135599,0,0,0.000129555,0,0,0.000132378,0.000122069,0,0.000219119,0,0
K02440,9.62E-05,0.000142601,0.000146037,0.000140502,0.000130482,0,0.000185693,0.000137013,0.000162151,0,0.000170191,0.00026467,0.000156197,0,0.000185619,0,0.000211014,0,0.000206973,0,0.000162391,0.000142512,0,0.000248765,0.000229653,0.000163703,9.17E-05,0.000162109,0.000197356,0.000116711,0.000130137,0,0.000116367,0,0.000211076,0,0.00011793,8.83E-05,0.000171861,0.000229255,0.000166751,0,0.000151908,0.000143403,0.000125964,0.000288382,0.000316343,0.000124485,0.000275802,0.00013607,0.000111478,0.000156457,0,0.000157463,0.000134362,0.000253697,0.000105401,0.000154767,0.000164404,0.000130047,9.40E-05,0.00019632,0.000214801,0.00019194,0.000351997,0.000129658,0.000162227,0,0.000176042,9.84E-05,0.000189557,0.000174808,0.000221394,0.000118817,9.51E-05,0,0,0.000164239,0.000275956,0.000148862,0,0.000370633,0.000199752,0.000103175,0.000197674,0.000128387,0,0.000223061,0.000131257,0.000208144,0.000171732,0.000140433,0,0,0.000226213,0,0,0.000161176,0.00017764,0,0.000112885,0,0.000110296,0,0.000231099,0.000114981,0.000158502,0,0.00016271,0.000161447,0,0.000208859,0.000162774,0,0,0.000129942,0.000136842,0.000209114,0.000120615,0,0,0,0,0.000198608,0.000203036,0.000152311,0.000207482,0.000168996,0.000167248,0,0.000324966,0.000100714,0,0.000195875,0.000109283,8.96E-05,0.000139951,0.000137948,0,0.00013791,0.000138297,0,0.000135508,0.00012513,0.000101564,7.19E-05,0,0.00012975,0,0,0,0,0.000163895,0.000160028,0,0.000230038,0.000171852,0,0.00011812,0.000143333,0.00014434,0.000203034,0.000221545,0.000133871,0
K02446,0,0,0.00045727,0,0,0,0.00013697,0,0.000130652,0,0,0,0,0,0,0,0,0,0,0,0.000271416,0,0,0,0,0.000145847,0.000159561,0,0,0,0,0,7.51E-05,0.000148094,0,0,0,5.79E-05,0,0,0.000435003,0,0.000132857,0,0,0,0,0,0,0,7.99E-05,0.000114108,0,0.000126936,0,0,0,0.000130731,0.000114882,0,0.000161041,0,0,0,0,0.000208585,0,0,0,8.39E-05,0,0.000150422,0,0,7.19E-05,0,0,0.000116014,0,0,0,0,0,8.69E-05,0,0,0,0,0,0,0.000269746,9.23E-05,0,0,0,0,0,0,0,0,9.95E-05,9.85E-05,0,0,0,0.000222368,0,0,0,0,0,0,0,0,9.85E-05,0.000114647,0,0.000181874,0.000309121,0,0,0,0,0,0.000157052,0,0,0,0,0,0,0,0,0,0,6.28E-05,0,0.000124662,0,0.000225851,0.000196485,8.96E-05,0.000120012,0.000100412,0.000157638,0.000139063,0,9.00E-05,0,0,0,0,0.000142825,0,0,0,0,0,0.000108369,0,0,0,0,0,0
K02456,0,0,0,0.000154868,0,0,0,0.000138934,0,0,0.000160692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.05E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000106861,0.000100986,0.000136047,0,0,0,0,0,0,0,0,0,0,0,0,0.00013102,0,0.00016162,0,0,0,0,0,0,0,0,0,0,0,9.31E-05,0,0,0,0,0,0,0,0,0,0,0.000111938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011922,0,0,0,0,0,0,0,0.000125914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000145967,0,0,0,0,0,0,0,0,0,0,0,0
K02467,0,0,0,0.000114938,0.000109069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00010525,0.000121937,0,0,0,0,0,0,0,8.11E-05,0,0,0,0,0,0,0,0,0,0,0.000150771,0,0,0,0,0,0,0,0,0,0,0.000156645,0,0,0,0,0,0,0.000105043,0,0,0,0.000154922,0,0,0,0,0,0,0,0,0.000184043,0,0,0,0.000312432,0,0,0,0,0,0,0,0,0.00010712,0.000183574,0,0,0,0,0,0,0.000163983,0,0,0,0,9.28E-05,0.000178717,0,0.000105118,0,0.000177815,0,0.000113208,0.000117106,0,9.98E-05,0,0,0,0,0,0,0,0,0,0,0,0.000217522,0,0,0,0,0,0,0,0,0,0,0,0.000167763,0,7.32E-05,6.85E-05,0.000141036,0,0,0,0,0,0.000124568,0,0,5.01E-05,0,0,0,0.000138939,0,0.000155191,0.000122251,0,0,0,0,0,9.90E-05,0,0,0,0,0,0
